Duration,AOI,Question
1.6,kod,T1_M_Q5
1.0,pitanje,T1_M_Q5
.4,kod,T1_M_Q5
.3,odgovori,T1_M_Q5
1.9,kod,T1_M_Q5
2.4,odgovori,T1_M_Q5
1.3,kod,T1_M_Q5
.3,pitanje,T1_M_Q5
2.3,kod,T1_M_Q5
1.9,odgovori,T1_M_Q5
2.7,kod,T1_M_Q5
6.6,odgovori,T1_M_Q5
1.9,kod,T1_M_Q5
1.3,sledece,T1_M_Q5
