Duration,AOI,Question
.7,odgovori,T2_K_Q30
.9,kod,T2_K_Q30
4.4,pitanje,T2_K_Q30
.2,prazno,T2_K_Q30
2.3,pitanje,T2_K_Q30
.5,kod,T2_K_Q30
1.5,pitanje,T2_K_Q30
.3,kod,T2_K_Q30
1.2,pitanje,T2_K_Q30
3.4,kod,T2_K_Q30
.9,pitanje,T2_K_Q30
8.4,kod,T2_K_Q30
.4,prazno,T2_K_Q30
11.5,kod,T2_K_Q30
4.1,odgovori,T2_K_Q30
.2,kod,T2_K_Q30
.6,odgovori,T2_K_Q30
1.0,prazno,T2_K_Q30
1.0,odgovori,T2_K_Q30
1.2,kod,T2_K_Q30
.4,odgovori,T2_K_Q30
2.9,sledece,T2_K_Q30
