Duration,AOI,Question
.4,prethodno,T1_B_Q4
11.4,kod,T1_B_Q4
1.5,odgovori,T1_B_Q4
2.1,kod,T1_B_Q4
1.3,odgovori,T1_B_Q4
1.7,kod,T1_B_Q4
.7,odgovori,T1_B_Q4
.4,prethodno,T1_B_Q4
1.4,sledece,T1_B_Q4
