Duration,AOI,Question
.8,kod,T2_S_Q21
1.0,pitanje,T2_S_Q21
.8,kod,T2_S_Q21
.6,pitanje,T2_S_Q21
6.9,kod,T2_S_Q21
.5,odgovori,T2_S_Q21
25.3,kod,T2_S_Q21
.9,odgovori,T2_S_Q21
1.9,kod,T2_S_Q21
1.2,odgovori,T2_S_Q21
1.5,kod,T2_S_Q21
1.3,sledece,T2_S_Q21
