Duration,AOI,Question
.9,kod,T2_S_Q18
1.8,pitanje,T2_S_Q18
20.0,kod,T2_S_Q18
12.3,odgovori,T2_S_Q18
4.5,kod,T2_S_Q18
17.1,odgovori,T2_S_Q18
5.3,kod,T2_S_Q18
2.1,odgovori,T2_S_Q18
1.6,sledece,T2_S_Q18
