Duration,AOI,Question
.2,kod,T2_S_Q23
1.4,pitanje,T2_S_Q23
22.2,kod,T2_S_Q23
.5,odgovori,T2_S_Q23
27.5,kod,T2_S_Q23
5.6,odgovori,T2_S_Q23
2.9,kod,T2_S_Q23
.4,odgovori,T2_S_Q23
2.0,kod,T2_S_Q23
6.3,odgovori,T2_S_Q23
2.0,kod,T2_S_Q23
3.2,odgovori,T2_S_Q23
1.2,kod,T2_S_Q23
.7,odgovori,T2_S_Q23
.8,kod,T2_S_Q23
.3,odgovori,T2_S_Q23
1.2,sledece,T2_S_Q23
