Duration,AOI,Question
1.0,kod,T2_B_Q3
.6,pitanje,T2_B_Q3
25.0,kod,T2_B_Q3
.3,odgovori,T2_B_Q3
44.3,kod,T2_B_Q3
.5,prazno,T2_B_Q3
.5,odgovori,T2_B_Q3
1.2,kod,T2_B_Q3
.3,prazno,T2_B_Q3
.8,kod,T2_B_Q3
.9,prazno,T2_B_Q3
58.5,kod,T2_B_Q3
1.6,odgovori,T2_B_Q3
1.9,kod,T2_B_Q3
1.5,odgovori,T2_B_Q3
1.0,sledece,T2_B_Q3
