Duration,AOI,Question
.7,pitanje,T2_K_Q14
.3,odgovori,T2_K_Q14
19.7,kod,T2_K_Q14
1.3,odgovori,T2_K_Q14
.2,kod,T2_K_Q14
2.4,odgovori,T2_K_Q14
3.1,kod,T2_K_Q14
1.8,odgovori,T2_K_Q14
.5,kod,T2_K_Q14
2.3,odgovori,T2_K_Q14
25.6,kod,T2_K_Q14
3.2,odgovori,T2_K_Q14
.5,kod,T2_K_Q14
3.1,odgovori,T2_K_Q14
.4,prethodno,T2_K_Q14
.3,sledece,T2_K_Q14
