Duration,AOI,Question
5.3,kod,T2_K_Q9
.9,prethodno,T2_K_Q9
.3,prazno,T2_K_Q9
.7,kod,T2_K_Q9
4.6,odgovori,T2_K_Q9
.3,pitanje,T2_K_Q9
.5,sledece,T2_K_Q9
