Duration,AOI,Question
10.3,kod,T1_M_Q2
.5,odgovori,T1_M_Q2
7.6,kod,T1_M_Q2
1.2,odgovori,T1_M_Q2
3.1,kod,T1_M_Q2
1.2,odgovori,T1_M_Q2
4.2,kod,T1_M_Q2
.3,odgovori,T1_M_Q2
1.7,kod,T1_M_Q2
1.6,odgovori,T1_M_Q2
2.0,kod,T1_M_Q2
7.2,odgovori,T1_M_Q2
.9,kod,T1_M_Q2
.4,odgovori,T1_M_Q2
1.0,sledece,T1_M_Q2
