Duration,AOI,Question
22.4,kod,T2_B_Q21
.8,prazno,T2_B_Q21
7.5,kod,T2_B_Q21
.7,prazno,T2_B_Q21
.6,odgovori,T2_B_Q21
16.6,kod,T2_B_Q21
.4,odgovori,T2_B_Q21
.4,prazno,T2_B_Q21
6.3,kod,T2_B_Q21
1.3,prazno,T2_B_Q21
.4,odgovori,T2_B_Q21
1.1,sledece,T2_B_Q21
