Duration,AOI,Question
.8,pitanje,T2_K_Q26
1.7,kod,T2_K_Q26
.2,pitanje,T2_K_Q26
14.0,kod,T2_K_Q26
.3,pitanje,T2_K_Q26
22.7,kod,T2_K_Q26
.5,odgovori,T2_K_Q26
26.0,kod,T2_K_Q26
.6,odgovori,T2_K_Q26
10.7,kod,T2_K_Q26
1.8,odgovori,T2_K_Q26
.6,sledece,T2_K_Q26
