Duration,AOI,Question
.4,kod,T2_S_Q27
4.0,pitanje,T2_S_Q27
36.4,kod,T2_S_Q27
1.6,odgovori,T2_S_Q27
.3,prethodno,T2_S_Q27
.7,sledece,T2_S_Q27
