Duration,AOI,Question
32.2,kod,T2_K_Q20
1.8,odgovori,T2_K_Q20
2.3,kod,T2_K_Q20
.7,odgovori,T2_K_Q20
1.1,kod,T2_K_Q20
3.9,odgovori,T2_K_Q20
.8,kod,T2_K_Q20
1.1,odgovori,T2_K_Q20
1.7,kod,T2_K_Q20
1.5,odgovori,T2_K_Q20
.6,kod,T2_K_Q20
1.0,odgovori,T2_K_Q20
.6,sledece,T2_K_Q20
