Duration,AOI,Question
13.2,kod,T2_B_Q27
.9,pitanje,T2_B_Q27
10.6,kod,T2_B_Q27
.8,odgovori,T2_B_Q27
8.1,kod,T2_B_Q27
.3,odgovori,T2_B_Q27
.7,prazno,T2_B_Q27
.3,odgovori,T2_B_Q27
.4,prethodno,T2_B_Q27
.5,sledece,T2_B_Q27
