Duration,AOI,Question
12.1,kod,T2_B_Q26
.5,odgovori,T2_B_Q26
18.8,kod,T2_B_Q26
.8,odgovori,T2_B_Q26
2.7,kod,T2_B_Q26
3.5,odgovori,T2_B_Q26
.5,prethodno,T2_B_Q26
.5,odgovori,T2_B_Q26
.4,prazno,T2_B_Q26
2.1,odgovori,T2_B_Q26
.5,sledece,T2_B_Q26
