Duration,AOI,Question
.8,prethodno,T1_B_Q5
5.7,kod,T1_B_Q5
2.0,odgovori,T1_B_Q5
4.6,kod,T1_B_Q5
3.4,odgovori,T1_B_Q5
1.9,kod,T1_B_Q5
.4,odgovori,T1_B_Q5
.3,kod,T1_B_Q5
1.8,odgovori,T1_B_Q5
.4,prethodno,T1_B_Q5
.7,sledece,T1_B_Q5
