Duration,AOI,Question
.4,prethodno,T2_K_Q24
1.0,kod,T2_K_Q24
1.2,pitanje,T2_K_Q24
3.1,kod,T2_K_Q24
.4,pitanje-kod,T2_K_Q24
.6,kod,T2_K_Q24
.7,pitanje,T2_K_Q24
27.6,kod,T2_K_Q24
.4,pitanje,T2_K_Q24
23.8,kod,T2_K_Q24
1.1,odgovori,T2_K_Q24
2.5,sledece,T2_K_Q24
