Duration,AOI,Question
.9,kod,T2_S_Q10
2.1,pitanje,T2_S_Q10
.7,kod,T2_S_Q10
1.5,pitanje,T2_S_Q10
1.1,kod,T2_S_Q10
.4,pitanje,T2_S_Q10
19.2,kod,T2_S_Q10
.6,pitanje,T2_S_Q10
43.4,kod,T2_S_Q10
4.0,odgovori,T2_S_Q10
.8,kod,T2_S_Q10
6.4,odgovori,T2_S_Q10
1.2,kod,T2_S_Q10
1.7,sledece,T2_S_Q10
