Duration,AOI,Question
1.9,kod,T2_S_Q14
.8,pitanje,T2_S_Q14
1.1,prazno,T2_S_Q14
16.2,kod,T2_S_Q14
.8,odgovori,T2_S_Q14
1.5,kod,T2_S_Q14
.3,odgovori,T2_S_Q14
.8,kod,T2_S_Q14
.8,pitanje,T2_S_Q14
2.0,kod,T2_S_Q14
.8,odgovori,T2_S_Q14
28.8,kod,T2_S_Q14
3.3,odgovori,T2_S_Q14
7.7,kod,T2_S_Q14
2.6,odgovori,T2_S_Q14
3.8,kod,T2_S_Q14
.4,odgovori,T2_S_Q14
1.3,sledece,T2_S_Q14
