Duration,AOI,Question
3.4,kod,T2_K_Q21
.5,odgovori,T2_K_Q21
2.2,kod,T2_K_Q21
1.0,pitanje,T2_K_Q21
4.8,kod,T2_K_Q21
.6,pitanje,T2_K_Q21
1.8,odgovori,T2_K_Q21
.6,kod,T2_K_Q21
.6,odgovori,T2_K_Q21
2.9,kod,T2_K_Q21
2.7,odgovori,T2_K_Q21
1.9,kod,T2_K_Q21
1.3,odgovori,T2_K_Q21
.9,kod,T2_K_Q21
1.6,odgovori,T2_K_Q21
.3,sledece,T2_K_Q21
