Duration,AOI,Question
10.9,kod,T2_B_Q18
.8,odgovori,T2_B_Q18
.7,kod,T2_B_Q18
1.9,odgovori,T2_B_Q18
1.8,kod,T2_B_Q18
.5,odgovori,T2_B_Q18
2.9,kod,T2_B_Q18
2.2,odgovori,T2_B_Q18
4.0,kod,T2_B_Q18
5.9,odgovori,T2_B_Q18
1.6,kod,T2_B_Q18
1.8,odgovori,T2_B_Q18
.3,sledece,T2_B_Q18
