Duration,AOI,Question
1.1,odgovori,T1_K_Q2
.8,kod,T1_K_Q2
1.3,pitanje,T1_K_Q2
3.2,kod,T1_K_Q2
.5,pitanje,T1_K_Q2
.6,pitanje-kod,T1_K_Q2
7.1,kod,T1_K_Q2
.9,odgovori,T1_K_Q2
11.3,kod,T1_K_Q2
1.0,odgovori,T1_K_Q2
1.5,kod,T1_K_Q2
2.7,odgovori,T1_K_Q2
.2,prethodno,T1_K_Q2
2.6,sledece,T1_K_Q2
