Duration,AOI,Question
1.0,kod,T2_S_Q15
.7,pitanje-kod,T2_S_Q15
1.0,pitanje,T2_S_Q15
31.3,kod,T2_S_Q15
2.1,odgovori,T2_S_Q15
1.1,sledece,T2_S_Q15
